Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
burgundy-suede-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-back-top-handle-bag.jpg?v=1628073187,5,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-side-top-handle-bag.jpg?v=1628073187,6,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-base-top-handle-bag.jpg?v=1628073187,7,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-inside-top-handle-bag.jpg?v=1628073187,8,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/burgundy-suede-model-top-handle-bag.jpg?v=1628073187,9,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,Red mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-01,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'55552209,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-main-mini-backpack.jpg?v=1628073175,1,,false,,,,,,,,,,,,,,,,,kg,,,active
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-main-mini-backpack-MODEL.jpg?v=1628073175,2,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-quarter-mini-backpack.jpg?v=1628073175,3,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-back-mini-backpack.jpg?v=1628073175,4,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-side-mini-backpack.jpg?v=1628073175,5,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-base-mini-backpack.jpg?v=1628073175,6,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-inside-mini-backpack.jpg?v=1628073176,7,,,,,,,,,,,,,,,,,,,,,,
red-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/red-model-mini-backpack.jpg?v=1628073176,8,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,Maroon mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-03,0.0,shopify,1,continue,manual,42.99,71.99,true,false,'55224529,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-main-mini-backpack.jpg?v=1628073165,1,,false,,,,,,,,,,,,,,,,,kg,,,active
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-main-mini-backpack-MODEL.jpg?v=1628073165,2,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-quarter-mini-backpack.jpg?v=1628073165,3,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-back-mini-backpack.jpg?v=1628073165,4,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-side-mini-backpack.jpg?v=1628073165,5,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-base-mini-backpack.jpg?v=1628073165,6,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-inside-mini-backpack.jpg?v=1628073166,7,,,,,,,,,,,,,,,,,,,,,,
maroon-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/maroon-model-mini-backpack.jpg?v=1628073166,8,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,Dark brown mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-02,0.0,shopify,1,continue,manual,42.99,71.99,true,false,'54962385,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-main-mini-backpack.jpg?v=1628073157,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-main-mini-backpac-model.jpg?v=1628073157,2,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-quarter-mini-backpack.jpg?v=1628073157,3,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-back-mini-backpack.jpg?v=1628073157,4,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-side-mini-backpack.jpg?v=1628073157,5,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-base-mini-backpack.jpg?v=1628073157,6,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-inside-mini-backpack.jpg?v=1628073157,7,,,,,,,,,,,,,,,,,,,,,,
dark-brown-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/dark-brown-model-mini-backpac.jpg?v=1628073157,8,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,Black mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-04,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'54733009,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-main-mini-backpack.jpg?v=1628073148,1,,false,,,,,,,,,,,,,,,,,kg,,,active
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-main-mini-backpac-MODEL.jpg?v=1628073148,2,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-quarter-mini-backpack.jpg?v=1628073148,3,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-back-mini-backpack.jpg?v=1628073148,4,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-side-mini-backpack.jpg?v=1628073148,5,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-base-mini-backpack.jpg?v=1628073148,6,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-inside-mini-backpack.jpg?v=1628073148,7,,,,,,,,,,,,,,,,,,,,,,
black-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/black-model-mini-backpac.jpg?v=1628073148,8,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,Blue mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-05,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'54503633,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-main-mini-backpack.jpg?v=1628073139,1,,false,,,,,,,,,,,,,,,,,kg,,,active
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-main-mini-backpack-MODEL.jpg?v=1628073139,2,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-quarter-mini-backpack.jpg?v=1628073139,3,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-back-mini-backpack.jpg?v=1628073139,4,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-side-mini-backpack.jpg?v=1628073139,5,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-base-mini-backpack.jpg?v=1628073140,6,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-inside-mini-backpack.jpg?v=1628073140,7,,,,,,,,,,,,,,,,,,,,,,
blue-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/blue-model-mini-backpack.jpg?v=1628073140,8,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,Tan mini backpack,"",RTW,,,Schoolbags and backpacks,true,Title,Default Title,,,,,DBP-06,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'54274257,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-main-mini-backpack.jpg?v=1628073131,1,,false,,,,,,,,,,,,,,,,,kg,,,active
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-main-mini-backpack-MODEL.jpg?v=1628073131,2,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-quarter-mini-backpack.jpg?v=1628073131,3,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-back-mini-backpack.jpg?v=1628073132,4,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-side-mini-backpack.jpg?v=1628073132,5,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-base-mini-backpack.jpg?v=1628073132,6,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-inside-mini-backpack.jpg?v=1628073132,7,,,,,,,,,,,,,,,,,,,,,,
tan-mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/tan-model-mini-backpack.jpg?v=1628073132,8,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,Black suede zebra tote bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DST-01,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'54077649,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-front.jpg?v=1628073123,1,,false,,,,,,,,,,,,,,,,,kg,,,active
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-model.jpg?v=1628073123,2,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-quarter.jpg?v=1628073123,3,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-back.jpg?v=1628073123,4,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-side.jpg?v=1628073123,5,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-base.jpg?v=1628073123,6,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-zebra-tote-bag-inside.jpg?v=1628073123,7,,,,,,,,,,,,,,,,,,,,,,
black-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Black-suede-model-zebra-tote-bag.jpg?v=1628073123,8,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,Burgundy suede zebra tote bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DST-02,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'53422289,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-front.jpg?v=1628073114,1,,false,,,,,,,,,,,,,,,,,kg,,,active
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-model.jpg?v=1628073114,2,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-quarter.jpg?v=1628073114,3,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-back.jpg?v=1628073114,4,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-side.jpg?v=1628073114,5,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-base.jpg?v=1628073114,6,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-zebra-tote-bag-inside.jpg?v=1628073114,7,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-model-zebra-tote-bag_edbeac0f-bf4d-4891-bc05-9088fee57e00.jpg?v=1628073114,8,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,Dark brown suede zebra tote bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DST-03,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'51849425,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-front.jpg?v=1628073105,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-model.jpg?v=1628073105,2,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-quarter.jpg?v=1628073105,3,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-back.jpg?v=1628073105,4,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-side.jpg?v=1628073105,5,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-base.jpg?v=1628073105,6,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-zebra-tote-bag-inside.jpg?v=1628073105,7,,,,,,,,,,,,,,,,,,,,,,
dark-brown-suede-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Dark-brown-suede-model-zebra-tote-bag.jpg?v=1628073105,8,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,Burgundy suede and white zebra tote bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DST-04,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'48474321,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-front.jpg?v=1628073097,1,,false,,,,,,,,,,,,,,,,,kg,,,active
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-model.jpg?v=1628073097,2,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-quarter.jpg?v=1628073097,3,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-back.jpg?v=1628073097,4,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-side.jpg?v=1628073097,5,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-base.jpg?v=1628073097,6,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-and-white-zebra-tote-bag-inside.jpg?v=1628073097,7,,,,,,,,,,,,,,,,,,,,,,
burgundy-suede-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Burgundy-suede-model-zebra-tote-bag.jpg?v=1628073097,8,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,Brown and white zebra tote bag,"",RTW,,,Shoulder bags,true,Title,Default Title,,,,,DST-05,0.0,shopify,0,continue,manual,42.99,71.99,true,false,'39102673,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-front.jpg?v=1628073086,1,,false,,,,,,,,,,,,,,,,,kg,,,active
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-model.jpg?v=1628073086,2,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-quarter.jpg?v=1628073086,3,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-back.jpg?v=1628073086,4,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-side.jpg?v=1628073086,5,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-base.jpg?v=1628073086,6,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-zebra-tote-bag-inside.jpg?v=1628073086,7,,,,,,,,,,,,,,,,,,,,,,
brown-and-white-zebra-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Brown-and-white-model-zebra-tote-bag.jpg?v=1628073087,8,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,Brown top-handle bag,"",RTW,,,Handbags,true,Title,Default Title,,,,,CKTN-04,0.0,shopify,0,deny,manual,43.99,72.99,true,false,'29698257,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-main-top-handle-bag-1.jpg?v=1628073077,1,,false,,,,,,,,,,,,,,,,,kg,,,active
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-main-top-handle-bag-MODEL.jpg?v=1628073077,2,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-quarter-top-handle-bag-1.jpg?v=1628073077,3,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-front-top-handle-bag-1.jpg?v=1628073077,4,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-back-top-handle-bag-1.jpg?v=1628073077,5,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-side-top-handle-bag-1.jpg?v=1628073077,6,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-base-top-handle-bag-1.jpg?v=1628073077,7,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-inside-top-handle-bag-1.jpg?v=1628073077,8,,,,,,,,,,,,,,,,,,,,,,
brown-top-handle-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/brown-brown-main-top-handle-bag-MODEL-top-handle-bag-1-1.jpg?v=1628073077,9,,,,,,,,,,,,,,,,,,,,,,
mustard-laptop-bag,Mustard laptop bag,"",RTW,,,"",true,Title,Default Title,,,,,DLB-01,0.0,shopify,0,continue,manual,45.99,75.99,true,false,'11577553,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Mustard-main-laptop-bag.jpg?v=1628073066,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mustard-laptop-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Mustard-quartar-laptop-bag.jpg?v=1628073066,2,,,,,,,,,,,,,,,,,,,,,,
mustard-laptop-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Mustard-front-laptop-bag.jpg?v=1628073066,3,,,,,,,,,,,,,,,,,,,,,,
mustard-laptop-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Mustard-back-laptop-bag.jpg?v=1628073067,4,,,,,,,,,,,,,,,,,,,,,,
mustard-laptop-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0550/4968/3153/products/Mustard-side-laptop-bag.jpg?v=1628073067,5,,,,,,,,,,,,,,,,,,,,,,
